"Key","CountryCode","ModelName","ModelId"
"TFC_642","TW","ROBOCUT","4"
"TFC_642","TW","ROBODRILL","3"
"TFC_642","TW","ROBOSHOT","5"
"TFC_630","TW","CNC","1"
"TFC_630","TW","LASER","7"
"TFC_632","TW","CNC","1"
"TFC_632","TW","LASER","7"
"TFC_634","TW","CNC","1"
"TFC_634","TW","LASER","7"
"TFC_636","TW","ROBOT","2"
"TFC_630","TW","ROBODRILL","3"
"TFC_630","TW","ROBOCUT","4"
"TFC_630","TW","ROBOSHOT","5"
"TFC_638","TW","ROBOCUT","4"
"TFC_638","TW","ROBODRILL","3"
"TFC_638","TW","ROBOSHOT","5"
"TFC_632","TW","ROBOSHOT","5"
"TFC_632","TW","ROBODRILL","3"
"TFC_632","TW","ROBOCUT","4"
"TFC_640","TW","ROBODRILL","3"
"TFC_640","TW","ROBOCUT","4"
"TFC_640","TW","ROBOSHOT","5"
"TFC_634","TW","ROBOSHOT","5"
"TFC_634","TW","ROBOCUT","4"
"TFC_634","TW","ROBODRILL","3"
"TFC_642","TW","ROBOCUT","4"
"TFC_642","TW","ROBODRILL","3"
"TFC_642","TW","ROBOSHOT","5"
"FHU_369","HU","CNC","1"
"FHU_369","HU","LASER","7"
"FHU_371","HU","ROBOT","2"
"FHU_369","HU","ROBODRILL","3"
"FHU_373","HU","ROBOSHOT","5"
"FHU_373","HU","ROBOCUT","4"
"FHU_369","HU","CNC","1"
"FHU_369","HU","LASER","7"
"FHU_371","HU","ROBOT","2"
"FHU_369","HU","ROBODRILL","3"
"FHU_373","HU","ROBOSHOT","5"
"FHU_373","HU","ROBOCUT","4"
"FIS_333","IL","CNC","1"
"FIS_334","IL","LASER","7"
"FIS_335","IL","ROBOT","2"
"FIS_336","IL","ROBODRILL","3"
"FIS_337","IL","ROBOSHOT","5"
"FIS_338","IL","ROBOCUT","4"
"FIS_333","IL","CNC","1"
"FIS_334","IL","LASER","7"
"FIS_335","IL","ROBOT","2"
"FIS_336","IL","ROBODRILL","3"
"FIS_337","IL","ROBOSHOT","5"
"FIS_338","IL","ROBOCUT","4"
"FPL_375","PL","CNC","1"
"FPL_375","PL","LASER","7"
"FPL_377","PL","ROBOT","2"
"FPL_375","PL","ROBODRILL","3"
"FPL_375","PL","ROBOSHOT","5"
"FPL_375","PL","ROBOCUT","4"
"FPL_375","PL","CNC","1"
"FPL_375","PL","LASER","7"
"FPL_377","PL","ROBOT","2"
"FPL_375","PL","ROBODRILL","3"
"FPL_375","PL","ROBOSHOT","5"
"FPL_375","PL","ROBOCUT","4"
"FDE_207","DE","CNC","1"
"FDE_207","DE","LASER","7"
"FDE_207","DE","ROBOT","2"
"FDE_207","DE","ROBODRILL","3"
"FDE_207","DE","ROBOSHOT","5"
"FDE_207","DE","ROBOCUT","4"
"FDE_207","DE","CNC","1"
"FDE_207","DE","LASER","7"
"FDE_207","DE","ROBOT","2"
"FDE_207","DE","ROBODRILL","3"
"FDE_207","DE","ROBOSHOT","5"
"FDE_207","DE","ROBOCUT","4"
"FSK_507","SK","CNC","1"
"FSK_507","SK","LASER","7"
"FSK_507","SK","ROBOT","2"
"FSK_507","SK","ROBODRILL","3"
"FSK_507","SK","ROBOSHOT","5"
"FSK_507","SK","ROBOCUT","4"
"FSK_507","SK","CNC","1"
"FSK_507","SK","LASER","7"
"FSK_507","SK","ROBOT","2"
"FSK_507","SK","ROBODRILL","3"
"FSK_507","SK","ROBOSHOT","5"
"FSK_507","SK","ROBOCUT","4"
"FFR_213","FR","CNC","1"
"FFR_213","FR","LASER","7"
"FFR_215","FR","ROBOT","2"
"FFR_213","FR","ROBODRILL","3"
"FFR_217","FR","ROBOSHOT","5"
"FFR_218","FR","ROBOCUT","4"
"FFR_213","TN","CNC","1"
"FFR_213","TN","LASER","7"
"FFR_215","TN","ROBOT","2"
"FFR_213","TN","ROBODRILL","3"
"FFR_217","TN","ROBOSHOT","5"
"FFR_218","TN","ROBOCUT","4"
"FFR_213","DZ","CNC","1"
"FFR_213","DZ","LASER","7"
"FFR_215","DZ","ROBOT","2"
"FFR_213","DZ","ROBODRILL","3"
"FFR_217","DZ","ROBOSHOT","5"
"FFR_218","DZ","ROBOCUT","4"
"FFR_213","EG","CNC","1"
"FFR_213","EG","LASER","7"
"FFR_215","EG","ROBOT","2"
"FFR_213","EG","ROBODRILL","3"
"FFR_217","EG","ROBOSHOT","5"
"FFR_218","EG","ROBOCUT","4"
"FFR_213","MC","CNC","1"
"FFR_213","MC","LASER","7"
"FFR_215","MC","ROBOT","2"
"FFR_213","MC","ROBODRILL","3"
"FFR_217","MC","ROBOSHOT","5"
"FFR_218","MC","ROBOCUT","4"
"FFR_213","MA","CNC","1"
"FFR_213","MA","LASER","7"
"FFR_215","MA","ROBOT","2"
"FFR_213","MA","ROBODRILL","3"
"FFR_217","MA","ROBOSHOT","5"
"FFR_218","MA","ROBOCUT","4"
"FFR_213","FR","CNC","1"
"FFR_213","FR","LASER","7"
"FFR_215","FR","ROBOT","2"
"FFR_213","FR","ROBODRILL","3"
"FFR_217","FR","ROBOSHOT","5"
"FFR_218","FR","ROBOCUT","4"
"FFR_213","TN","CNC","1"
"FFR_213","TN","LASER","7"
"FFR_215","TN","ROBOT","2"
"FFR_213","TN","ROBODRILL","3"
"FFR_217","TN","ROBOSHOT","5"
"FFR_218","TN","ROBOCUT","4"
"FFR_213","DZ","CNC","1"
"FFR_213","DZ","LASER","7"
"FFR_215","DZ","ROBOT","2"
"FFR_213","DZ","ROBODRILL","3"
"FFR_217","DZ","ROBOSHOT","5"
"FFR_218","DZ","ROBOCUT","4"
"FFR_213","EG","CNC","1"
"FFR_213","EG","LASER","7"
"FFR_215","EG","ROBOT","2"
"FFR_213","EG","ROBODRILL","3"
"FFR_217","EG","ROBOSHOT","5"
"FFR_218","EG","ROBOCUT","4"
"FFR_213","MC","CNC","1"
"FFR_213","MC","LASER","7"
"FFR_215","MC","ROBOT","2"
"FFR_213","MC","ROBODRILL","3"
"FFR_217","MC","ROBOSHOT","5"
"FFR_218","MC","ROBOCUT","4"
"FFR_213","MA","CNC","1"
"FFR_213","MA","LASER","7"
"FFR_215","MA","ROBOT","2"
"FFR_213","MA","ROBODRILL","3"
"FFR_217","MA","ROBOSHOT","5"
"FFR_218","MA","ROBOCUT","4"
"FUK_261","GB","CNC","1"
"FUK_261","GB","LASER","7"
"FUK_261","GB","ROBOT","2"
"FUK_261","GB","ROBODRILL","3"
"FUK_261","GB","ROBOSHOT","5"
"FUK_261","GB","ROBOCUT","4"
"FUK_261","IE","CNC","1"
"FUK_261","IE","LASER","7"
"FUK_261","IE","ROBOT","2"
"FUK_261","IE","ROBODRILL","3"
"FUK_261","IE","ROBOSHOT","5"
"FUK_261","IE","ROBOCUT","4"
"FUK_261","IS","CNC","1"
"FUK_261","IS","LASER","7"
"FUK_261","IS","ROBOT","2"
"FUK_261","IS","ROBODRILL","3"
"FUK_261","IS","ROBOSHOT","5"
"FUK_261","IS","ROBOCUT","4"
"FUK_261","MT","CNC","1"
"FUK_261","MT","LASER","7"
"FUK_261","MT","ROBOT","2"
"FUK_261","MT","ROBODRILL","3"
"FUK_261","MT","ROBOSHOT","5"
"FUK_261","MT","ROBOCUT","4"
"FUK_261","GB","CNC","1"
"FUK_261","GB","LASER","7"
"FUK_261","GB","ROBOT","2"
"FUK_261","GB","ROBODRILL","3"
"FUK_261","GB","ROBOSHOT","5"
"FUK_261","GB","ROBOCUT","4"
"FUK_261","IE","CNC","1"
"FUK_261","IE","LASER","7"
"FUK_261","IE","ROBOT","2"
"FUK_261","IE","ROBODRILL","3"
"FUK_261","IE","ROBOSHOT","5"
"FUK_261","IE","ROBOCUT","4"
"FUK_261","IS","CNC","1"
"FUK_261","IS","LASER","7"
"FUK_261","IS","ROBOT","2"
"FUK_261","IS","ROBODRILL","3"
"FUK_261","IS","ROBOSHOT","5"
"FUK_261","IS","ROBOCUT","4"
"FUK_261","MT","CNC","1"
"FUK_261","MT","LASER","7"
"FUK_261","MT","ROBOT","2"
"FUK_261","MT","ROBODRILL","3"
"FUK_261","MT","ROBOSHOT","5"
"FUK_261","MT","ROBOCUT","4"
"FUK_261","GB","CNC","1"
"FUK_261","GB","LASER","7"
"FUK_261","GB","ROBOT","2"
"FUK_261","GB","ROBODRILL","3"
"FUK_261","GB","ROBOSHOT","5"
"FUK_261","GB","ROBOCUT","4"
"FUK_261","IE","CNC","1"
"FUK_261","IE","LASER","7"
"FUK_261","IE","ROBOT","2"
"FUK_261","IE","ROBODRILL","3"
"FUK_261","IE","ROBOSHOT","5"
"FUK_261","IE","ROBOCUT","4"
"FUK_261","IS","CNC","1"
"FUK_261","IS","LASER","7"
"FUK_261","IS","ROBOT","2"
"FUK_261","IS","ROBODRILL","3"
"FUK_261","IS","ROBOSHOT","5"
"FUK_261","IS","ROBOCUT","4"
"FUK_261","MT","CNC","1"
"FUK_261","MT","LASER","7"
"FUK_261","MT","ROBOT","2"
"FUK_261","MT","ROBODRILL","3"
"FUK_261","MT","ROBOSHOT","5"
"FUK_261","MT","ROBOCUT","4"
"FUK_261","GB","CNC","1"
"FUK_261","GB","LASER","7"
"FUK_261","GB","ROBOT","2"
"FUK_261","GB","ROBODRILL","3"
"FUK_261","GB","ROBOSHOT","5"
"FUK_261","GB","ROBOCUT","4"
"FUK_261","IE","CNC","1"
"FUK_261","IE","LASER","7"
"FUK_261","IE","ROBOT","2"
"FUK_261","IE","ROBODRILL","3"
"FUK_261","IE","ROBOSHOT","5"
"FUK_261","IE","ROBOCUT","4"
"FUK_261","IS","CNC","1"
"FUK_261","IS","LASER","7"
"FUK_261","IS","ROBOT","2"
"FUK_261","IS","ROBODRILL","3"
"FUK_261","IS","ROBOSHOT","5"
"FUK_261","IS","ROBOCUT","4"
"FUK_261","MT","CNC","1"
"FUK_261","MT","LASER","7"
"FUK_261","MT","ROBOT","2"
"FUK_261","MT","ROBODRILL","3"
"FUK_261","MT","ROBOSHOT","5"
"FUK_261","MT","ROBOCUT","4"
"FOE_489","AT","CNC","1"
"FOE_489","AT","LASER","7"
"FOE_489","AT","ROBOT","2"
"FOE_489","AT","ROBODRILL","3"
"FOE_489","AT","ROBOSHOT","5"
"FOE_489","AT","ROBOCUT","4"
"FOE_489","AT","CNC","1"
"FOE_489","AT","LASER","7"
"FOE_489","AT","ROBOT","2"
"FOE_489","AT","ROBODRILL","3"
"FOE_489","AT","ROBOSHOT","5"
"FOE_489","AT","ROBOCUT","4"
"FIT_285","IT","CNC","1"
"FIT_285","IT","LASER","7"
"FIT_285","IT","ROBOT","2"
"FIT_285","IT","ROBODRILL","3"
"FIT_285","IT","ROBOSHOT","5"
"FIT_285","IT","ROBOCUT","4"
"FIT_285","VA","CNC","1"
"FIT_285","VA","LASER","7"
"FIT_285","VA","ROBOT","2"
"FIT_285","VA","ROBODRILL","3"
"FIT_285","VA","ROBOSHOT","5"
"FIT_285","VA","ROBOCUT","4"
"FIT_285","SM","CNC","1"
"FIT_285","SM","LASER","7"
"FIT_285","SM","ROBOT","2"
"FIT_285","SM","ROBODRILL","3"
"FIT_285","SM","ROBOSHOT","5"
"FIT_285","SM","ROBOCUT","4"
"FIT_285","IT","CNC","1"
"FIT_285","IT","LASER","7"
"FIT_285","IT","ROBOT","2"
"FIT_285","IT","ROBODRILL","3"
"FIT_285","IT","ROBOSHOT","5"
"FIT_285","IT","ROBOCUT","4"
"FIT_285","VA","CNC","1"
"FIT_285","VA","LASER","7"
"FIT_285","VA","ROBOT","2"
"FIT_285","VA","ROBODRILL","3"
"FIT_285","VA","ROBOSHOT","5"
"FIT_285","VA","ROBOCUT","4"
"FIT_285","SM","CNC","1"
"FIT_285","SM","LASER","7"
"FIT_285","SM","ROBOT","2"
"FIT_285","SM","ROBODRILL","3"
"FIT_285","SM","ROBOSHOT","5"
"FIT_285","SM","ROBOCUT","4"
"FCZ_363","CZ","CNC","1"
"FCZ_363","CZ","LASER","7"
"FCZ_363","CZ","ROBOT","2"
"FCZ_363","CZ","ROBODRILL","3"
"FCZ_363","CZ","ROBOSHOT","5"
"FCZ_363","CZ","ROBOCUT","4"
"FCZ_363","CZ","CNC","1"
"FCZ_363","CZ","LASER","7"
"FCZ_363","CZ","ROBOT","2"
"FCZ_363","CZ","ROBODRILL","3"
"FCZ_363","CZ","ROBOSHOT","5"
"FCZ_363","CZ","ROBOCUT","4"
"FBL_471","BE","CNC","1"
"FBL_471","BE","LASER","7"
"FBL_471","BE","ROBOT","2"
"FBL_471","BE","ROBODRILL","3"
"FBL_471","BE","ROBOSHOT","5"
"FBL_471","BE","ROBOCUT","4"
"FBL_471","NL","CNC","1"
"FBL_471","NL","LASER","7"
"FBL_471","NL","ROBOT","2"
"FBL_471","NL","ROBODRILL","3"
"FBL_471","NL","ROBOSHOT","5"
"FBL_471","NL","ROBOCUT","4"
"FBL_471","LU","CNC","1"
"FBL_471","LU","LASER","7"
"FBL_471","LU","ROBOT","2"
"FBL_471","LU","ROBODRILL","3"
"FBL_471","LU","ROBOSHOT","5"
"FBL_471","LU","ROBOCUT","4"
"FBL_471","BE","CNC","1"
"FBL_471","BE","LASER","7"
"FBL_471","BE","ROBOT","2"
"FBL_471","BE","ROBODRILL","3"
"FBL_471","BE","ROBOSHOT","5"
"FBL_471","BE","ROBOCUT","4"
"FBL_471","NL","CNC","1"
"FBL_471","NL","LASER","7"
"FBL_471","NL","ROBOT","2"
"FBL_471","NL","ROBODRILL","3"
"FBL_471","NL","ROBOSHOT","5"
"FBL_471","NL","ROBOCUT","4"
"FBL_471","LU","CNC","1"
"FBL_471","LU","LASER","7"
"FBL_471","LU","ROBOT","2"
"FBL_471","LU","ROBODRILL","3"
"FBL_471","LU","ROBOSHOT","5"
"FBL_471","LU","ROBOCUT","4"
"FBL_471","BE","CNC","1"
"FBL_471","BE","LASER","7"
"FBL_471","BE","ROBOT","2"
"FBL_471","BE","ROBODRILL","3"
"FBL_471","BE","ROBOSHOT","5"
"FBL_471","BE","ROBOCUT","4"
"FBL_471","NL","CNC","1"
"FBL_471","NL","LASER","7"
"FBL_471","NL","ROBOT","2"
"FBL_471","NL","ROBODRILL","3"
"FBL_471","NL","ROBOSHOT","5"
"FBL_471","NL","ROBOCUT","4"
"FBL_471","LU","CNC","1"
"FBL_471","LU","LASER","7"
"FBL_471","LU","ROBOT","2"
"FBL_471","LU","ROBODRILL","3"
"FBL_471","LU","ROBOSHOT","5"
"FBL_471","LU","ROBOCUT","4"
"FBG_321","CY","CNC","1"
"FBG_321","CY","LASER","7"
"FBG_321","CY","ROBOT","2"
"FBG_321","CY","ROBODRILL","3"
"FBG_321","CY","ROBOSHOT","5"
"FBG_321","CY","ROBOCUT","4"
"FBG_321","BG","CNC","1"
"FBG_321","BG","LASER","7"
"FBG_321","BG","ROBOT","2"
"FBG_321","BG","ROBODRILL","3"
"FBG_321","BG","ROBOSHOT","5"
"FBG_321","BG","ROBOCUT","4"
"FBG_321","MK","CNC","1"
"FBG_321","MK","LASER","7"
"FBG_321","MK","ROBOT","2"
"FBG_321","MK","ROBODRILL","3"
"FBG_321","MK","ROBOSHOT","5"
"FBG_321","MK","ROBOCUT","4"
"FBG_321","GR","CNC","1"
"FBG_321","GR","LASER","7"
"FBG_321","GR","ROBOT","2"
"FBG_321","GR","ROBODRILL","3"
"FBG_321","GR","ROBOSHOT","5"
"FBG_321","GR","ROBOCUT","4"
"FBG_321","AL","CNC","1"
"FBG_321","AL","LASER","7"
"FBG_321","AL","ROBOT","2"
"FBG_321","AL","ROBODRILL","3"
"FBG_321","AL","ROBOSHOT","5"
"FBG_321","AL","ROBOCUT","4"
"FSV_435","SI","CNC","1"
"FSV_435","SI","LASER","7"
"FSV_437","SI","ROBOT","2"
"FSV_435","SI","ROBODRILL","3"
"FSV_435","SI","ROBOSHOT","5"
"FSV_435","SI","ROBOCUT","4"
"FSV_435","HR","CNC","1"
"FSV_435","HR","LASER","7"
"FSV_437","HR","ROBOT","2"
"FSV_435","HR","ROBODRILL","3"
"FSV_435","HR","ROBOSHOT","5"
"FSV_435","HR","ROBOCUT","4"
"FSV_447","RS","CNC","1"
"FSV_447","RS","LASER","7"
"FSV_447","RS","ROBOT","2"
"FSV_447","RS","ROBODRILL","3"
"FSV_447","RS","ROBOSHOT","5"
"FSV_447","RS","ROBOCUT","4"
"FSV_435","BA","CNC","1"
"FSV_435","BA","LASER","7"
"FSV_437","BA","ROBOT","2"
"FSV_435","BA","ROBODRILL","3"
"FSV_435","BA","ROBOSHOT","5"
"FSV_435","BA","ROBOCUT","4"
"FSV_447","ME","CNC","1"
"FSV_447","ME","LASER","7"
"FSV_447","ME","ROBOT","2"
"FSV_447","ME","ROBODRILL","3"
"FSV_447","ME","ROBOSHOT","5"
"FSV_447","ME","ROBOCUT","4"
"FSV_435","XK","CNC","1"
"FSV_435","XK","LASER","7"
"FSV_437","XK","ROBOT","2"
"FSV_435","XK","ROBODRILL","3"
"FSV_435","XK","ROBOSHOT","5"
"FSV_435","XK","ROBOCUT","4"
"FSV_435","SI","CNC","1"
"FSV_435","SI","LASER","7"
"FSV_437","SI","ROBOT","2"
"FSV_435","SI","ROBODRILL","3"
"FSV_435","SI","ROBOSHOT","5"
"FSV_435","SI","ROBOCUT","4"
"FSV_435","HR","CNC","1"
"FSV_435","HR","LASER","7"
"FSV_437","HR","ROBOT","2"
"FSV_435","HR","ROBODRILL","3"
"FSV_435","HR","ROBOSHOT","5"
"FSV_435","HR","ROBOCUT","4"
"FSV_447","RS","CNC","1"
"FSV_447","RS","LASER","7"
"FSV_447","RS","ROBOT","2"
"FSV_447","RS","ROBODRILL","3"
"FSV_447","RS","ROBOSHOT","5"
"FSV_447","RS","ROBOCUT","4"
"FSV_435","BA","CNC","1"
"FSV_435","BA","LASER","7"
"FSV_437","BA","ROBOT","2"
"FSV_435","BA","ROBODRILL","3"
"FSV_435","BA","ROBOSHOT","5"
"FSV_435","BA","ROBOCUT","4"
"FSV_447","ME","CNC","1"
"FSV_447","ME","LASER","7"
"FSV_447","ME","ROBOT","2"
"FSV_447","ME","ROBODRILL","3"
"FSV_447","ME","ROBOSHOT","5"
"FSV_447","ME","ROBOCUT","4"
"FSV_435","XK","CNC","1"
"FSV_435","XK","LASER","7"
"FSV_437","XK","ROBOT","2"
"FSV_435","XK","ROBODRILL","3"
"FSV_435","XK","ROBOSHOT","5"
"FSV_435","XK","ROBOCUT","4"
"FSV_435","SI","CNC","1"
"FSV_435","SI","LASER","7"
"FSV_437","SI","ROBOT","2"
"FSV_435","SI","ROBODRILL","3"
"FSV_435","SI","ROBOSHOT","5"
"FSV_435","SI","ROBOCUT","4"
"FSV_435","HR","CNC","1"
"FSV_435","HR","LASER","7"
"FSV_437","HR","ROBOT","2"
"FSV_435","HR","ROBODRILL","3"
"FSV_435","HR","ROBOSHOT","5"
"FSV_435","HR","ROBOCUT","4"
"FSV_447","RS","CNC","1"
"FSV_447","RS","LASER","7"
"FSV_447","RS","ROBOT","2"
"FSV_447","RS","ROBODRILL","3"
"FSV_447","RS","ROBOSHOT","5"
"FSV_447","RS","ROBOCUT","4"
"FSV_435","BA","CNC","1"
"FSV_435","BA","LASER","7"
"FSV_437","BA","ROBOT","2"
"FSV_435","BA","ROBODRILL","3"
"FSV_435","BA","ROBOSHOT","5"
"FSV_435","BA","ROBOCUT","4"
"FSV_447","ME","CNC","1"
"FSV_447","ME","LASER","7"
"FSV_447","ME","ROBOT","2"
"FSV_447","ME","ROBODRILL","3"
"FSV_447","ME","ROBOSHOT","5"
"FSV_447","ME","ROBOCUT","4"
"FSV_435","XK","CNC","1"
"FSV_435","XK","LASER","7"
"FSV_437","XK","ROBOT","2"
"FSV_435","XK","ROBODRILL","3"
"FSV_435","XK","ROBOSHOT","5"
"FSV_435","XK","ROBOCUT","4"
"FSV_435","SI","CNC","1"
"FSV_435","SI","LASER","7"
"FSV_437","SI","ROBOT","2"
"FSV_435","SI","ROBODRILL","3"
"FSV_435","SI","ROBOSHOT","5"
"FSV_435","SI","ROBOCUT","4"
"FSV_435","HR","CNC","1"
"FSV_435","HR","LASER","7"
"FSV_437","HR","ROBOT","2"
"FSV_435","HR","ROBODRILL","3"
"FSV_435","HR","ROBOSHOT","5"
"FSV_435","HR","ROBOCUT","4"
"FSV_447","RS","CNC","1"
"FSV_447","RS","LASER","7"
"FSV_447","RS","ROBOT","2"
"FSV_447","RS","ROBODRILL","3"
"FSV_447","RS","ROBOSHOT","5"
"FSV_447","RS","ROBOCUT","4"
"FSV_435","BA","CNC","1"
"FSV_435","BA","LASER","7"
"FSV_437","BA","ROBOT","2"
"FSV_435","BA","ROBODRILL","3"
"FSV_435","BA","ROBOSHOT","5"
"FSV_435","BA","ROBOCUT","4"
"FSV_447","ME","CNC","1"
"FSV_447","ME","LASER","7"
"FSV_447","ME","ROBOT","2"
"FSV_447","ME","ROBODRILL","3"
"FSV_447","ME","ROBOSHOT","5"
"FSV_447","ME","ROBOCUT","4"
"FSV_435","XK","CNC","1"
"FSV_435","XK","LASER","7"
"FSV_437","XK","ROBOT","2"
"FSV_435","XK","ROBODRILL","3"
"FSV_435","XK","ROBOSHOT","5"
"FSV_435","XK","ROBOCUT","4"
"FSV_435","SI","CNC","1"
"FSV_435","SI","LASER","7"
"FSV_437","SI","ROBOT","2"
"FSV_435","SI","ROBODRILL","3"
"FSV_435","SI","ROBOSHOT","5"
